id,product_id,user_name,ssi_type,body_level,aroma_level,comment,rating_image,user_id,created_at,total_score,taste_score,aroma_score,image_accuracy_score,rating_image_2
1815,1909,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-11T12:37:34.040267,4.5,4.5,3.0,1.0,
1816,256,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-03T10:37:34.040295,3.5,4.0,3.5,1.0,
1817,13700,hitoshi,爽酒,淡麗辛口,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-08T19:37:34.040325,4.0,4.0,5.0,1.0,
1818,13700,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-30T04:37:34.040355,4.5,3.0,4.0,1.0,
1819,1216,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-05T01:37:34.040408,4.0,3.0,3.0,1.0,
1820,1216,hitoshi,爽酒,淡麗辛口,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-27T13:37:34.040434,5.0,3.5,3.0,1.0,
1821,1217,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-18T12:37:34.040489,5.0,5.0,3.5,1.0,
1822,1217,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-08T21:37:34.040513,4.0,4.0,3.0,1.0,
1823,4816,hitoshi,爽酒,濃醇,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-16T01:37:34.040540,4.5,3.5,,1.0,
1824,7586,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-04T23:37:34.040567,4.5,,4.5,1.0,
1825,7586,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-21T03:37:34.040590,5.0,5.0,5.0,1.0,
1826,1220,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-06T00:37:34.040617,4.5,,3.0,1.0,
1827,1220,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-15T04:37:34.040641,4.5,3.0,4.0,1.0,
1828,13594,hitoshi,爽酒,中間,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-09T04:37:34.040671,4.0,3.5,3.0,1.0,
1829,13594,hitoshi,爽酒,中間,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-03T04:37:34.040707,5.0,4.0,4.0,1.0,
1830,1222,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-27T20:37:34.040736,4.5,,4.0,1.0,
1831,2401,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-25T04:37:34.040762,3.5,,,1.0,
1832,1714,hitoshi,爽酒,淡麗辛口,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-08T03:37:34.040791,4.5,3.0,3.5,1.0,
1833,1714,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-13T12:37:34.040819,3.5,3.5,4.0,1.0,
1834,1225,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-13T05:37:34.040856,4.5,3.0,,1.0,
1835,1225,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-21T16:37:34.040879,4.0,4.0,5.0,1.0,
1836,6012,hitoshi,爽酒,淡麗辛口,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-07T06:37:34.040905,4.0,4.5,4.5,1.0,
1837,6012,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-04T09:37:34.040929,4.5,3.0,3.0,1.0,
1838,7885,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-05T15:37:34.040962,3.5,3.0,,1.0,
1839,7885,hitoshi,爽酒,中間,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-18T08:37:34.040983,4.5,3.5,4.0,1.0,
1840,1714,hitoshi,爽酒,中間,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-04T03:37:34.041008,5.0,,5.0,1.0,
1841,3948,hitoshi,爽酒,淡麗辛口,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-07T07:37:34.041035,5.0,3.5,4.5,1.0,
1842,6009,hitoshi,爽酒,濃醇,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-05T15:37:34.041059,4.0,5.0,,1.0,
1843,4827,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-22T10:37:34.041086,4.0,3.0,3.0,1.0,
1844,1232,hitoshi,爽酒,淡麗辛口,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-12T13:37:34.041113,3.5,3.0,5.0,1.0,
1845,6306,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-17T02:37:34.041137,5.0,,4.5,1.0,
1846,1107,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-09T22:37:34.041165,4.5,3.5,5.0,1.0,
1847,1107,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-05T11:37:34.041184,3.5,4.5,,1.0,
1848,1729,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-16T17:37:34.041210,5.0,4.5,,1.0,
1849,121,hitoshi,爽酒,濃醇,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-12T18:37:34.041235,4.5,3.0,3.0,1.0,
1850,1237,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-08T06:37:34.041263,5.0,4.5,4.0,1.0,
1851,1237,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-14T11:37:34.041284,4.5,3.0,3.5,1.0,
1852,2435,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-09T08:37:34.041308,5.0,3.5,,1.0,
1853,95,hitoshi,爽酒,淡麗辛口,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-22T06:37:34.041334,4.0,5.0,4.0,1.0,
1854,95,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-29T02:37:34.041355,5.0,3.5,4.5,1.0,
1855,1241,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-26T08:37:34.041379,3.5,5.0,4.0,1.0,
1856,1241,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-05T17:37:34.041405,4.0,3.5,3.0,1.0,
1857,4177,hitoshi,爽酒,淡麗辛口,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-08T19:37:34.041431,3.5,5.0,3.0,1.0,
1858,4177,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-06T06:37:34.041452,4.0,5.0,3.5,1.0,
1859,1244,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-05T10:37:34.041478,4.0,4.0,3.5,1.0,
1860,1244,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-26T07:37:34.041505,3.5,3.0,3.5,1.0,
1861,3955,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-25T17:37:34.041534,4.5,4.5,4.0,1.0,
1862,3955,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-10T16:37:34.041556,3.5,4.0,3.5,1.0,
1863,1246,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-13T17:37:34.041583,4.5,3.5,3.0,1.0,
1864,1246,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-15T21:37:34.041605,5.0,3.0,4.0,1.0,
1865,1246,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-11T09:37:34.041631,4.5,5.0,4.0,1.0,
1866,12063,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-27T05:37:34.041658,4.5,3.5,4.5,1.0,
1867,12063,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-05T19:37:34.041680,4.5,4.0,,1.0,
1868,412,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-26T23:37:34.041705,3.5,5.0,4.0,1.0,
1869,412,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-13T05:37:34.041726,5.0,,3.5,1.0,
1870,17077,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-03T04:37:34.041753,5.0,3.0,3.5,1.0,
1871,17077,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-16T00:37:34.041775,4.0,,3.0,1.0,
1872,3955,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-25T08:37:34.041801,4.5,4.0,3.5,1.0,
1873,3955,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-24T11:37:34.041823,4.5,4.5,4.0,1.0,
1874,6394,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-14T13:37:34.041851,3.5,4.0,5.0,1.0,
1875,6394,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-08T17:37:34.041872,3.5,3.0,5.0,1.0,
1876,4337,hitoshi,爽酒,中間,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-27T10:37:34.041897,5.0,5.0,3.0,1.0,
1877,4337,hitoshi,爽酒,濃醇,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-09T14:37:34.041918,4.0,3.5,3.0,1.0,
1878,6201,hitoshi,爽酒,中間,すっきりおだやか,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-29T01:37:34.041942,5.0,5.0,,1.0,
1879,179,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-04T16:37:34.041968,4.0,3.0,3.0,1.0,
1880,4290,hitoshi,爽酒,淡麗辛口,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-01T06:37:34.041993,5.0,,4.5,1.0,
1881,4290,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-26T14:37:34.042014,4.5,3.0,,1.0,
1882,2694,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-26T05:37:34.042039,3.5,3.0,,1.0,
1883,2694,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-13T09:37:34.042060,4.5,,3.0,1.0,
1884,4918,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-22T21:37:34.042087,3.5,3.5,3.0,1.0,
1885,6118,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-16T09:37:34.042112,5.0,5.0,,1.0,
1886,6118,hitoshi,爽酒,中間,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-14T15:37:34.042135,5.0,3.5,3.5,1.0,
1887,6118,hitoshi,爽酒,淡麗辛口,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-18T06:37:34.042162,5.0,5.0,3.0,1.0,
1888,6118,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-09T20:37:34.042185,4.0,4.5,3.5,1.0,
1889,6118,hitoshi,爽酒,中間,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-29T03:37:34.042211,4.0,3.5,4.5,1.0,
1890,6118,hitoshi,爽酒,濃醇,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-26T00:37:34.042232,5.0,,3.5,1.0,
1891,208,hitoshi,爽酒,淡麗辛口,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-15T01:37:34.042259,3.5,4.0,4.5,1.0,
1892,208,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-12T23:37:34.042279,5.0,4.0,,1.0,
1893,4152,hitoshi,爽酒,濃醇,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-04T00:37:34.042307,5.0,4.5,4.0,1.0,
1894,4152,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-27T00:37:34.042328,4.0,,4.0,1.0,
1895,3190,hitoshi,爽酒,淡麗辛口,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-14T05:37:34.042353,5.0,4.5,4.5,1.0,
1896,3190,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-12T11:37:34.042374,3.5,,4.0,1.0,
1897,3501,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-23T23:37:34.042399,5.0,4.5,4.5,1.0,
1898,3501,hitoshi,爽酒,濃醇,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-09T20:37:34.042420,4.0,4.5,,1.0,
1899,804,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-06T17:37:34.042447,3.5,5.0,3.5,1.0,
1900,840,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-13T20:37:34.042474,3.5,4.0,,1.0,
1901,840,hitoshi,爽酒,濃醇,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-21T16:37:34.042494,5.0,,,1.0,
1902,6053,hitoshi,爽酒,淡麗辛口,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-15T03:37:34.042519,5.0,,5.0,1.0,
1903,6053,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-05T01:37:34.042541,3.5,3.5,4.0,1.0,
1904,1269,hitoshi,爽酒,淡麗辛口,華やかフルーティ,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-07-11T00:37:34.042568,4.5,4.5,4.5,1.0,
1905,1269,hitoshi,爽酒,中間,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-23T02:37:34.042590,5.0,4.5,3.5,1.0,
1906,6052,hitoshi,爽酒,中間,しっかり個性的,キリッと冷やして飲むと抜群のキレ味！雑味が一切なくてクリアな喉越しなので、お刺身やカルパッチョなど魚料理との相性が完璧です。,,dummy_sns_source,2026-06-21T11:37:34.042619,3.5,3.0,5.0,1.0,
1907,6052,hitoshi,爽酒,淡麗辛口,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-12T16:37:34.042641,4.0,4.0,3.5,1.0,
1908,1271,hitoshi,爽酒,淡麗辛口,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-10T01:37:34.042668,4.5,3.0,3.5,1.0,
1909,1271,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-14T07:37:34.042689,4.0,,5.0,1.0,
1910,6738,hitoshi,爽酒,濃醇,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-08T19:37:34.042714,3.5,4.0,4.5,1.0,
1911,50,hitoshi,爽酒,淡麗辛口,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-17T17:37:34.042739,4.5,4.0,,1.0,
1912,50,hitoshi,爽酒,中間,華やかフルーティ,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-13T00:37:34.042760,3.5,4.5,3.0,1.0,
1913,3946,hitoshi,爽酒,濃醇,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-03T00:37:34.042788,4.5,3.5,3.0,1.0,
1914,3946,hitoshi,爽酒,淡麗辛口,しっかり個性的,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-07-02T18:37:34.042809,5.0,4.5,4.0,1.0,
1915,1275,hitoshi,爽酒,中間,すっきりおだやか,非常にスッキリした飲み口で、何杯でもいけちゃいます。食中酒としてこれ以上のものはないですね。毎日のお晩酌に常備したいです。,,dummy_sns_source,2026-06-07T04:37:34.042835,3.5,4.0,,1.0,
